RBD;DGV_RBD;NOM_RBD;LET_RBD;NUM_RBD;COD_REG_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPE;RURAL_RBD;COD_ENSE;APR_HOM_01;APR_HOM_02;APR_HOM_03;APR_HOM_04;APR_HOM_05;APR_HOM_06;APR_HOM_07;APR_HOM_08;APR_HOM_TO;APR_MUJ_01;APR_MUJ_02;APR_MUJ_03;APR_MUJ_04;APR_MUJ_05;APR_MUJ_06;APR_MUJ_07;APR_MUJ_08;APR_MUJ_TO;REP_HOM_01;REP_HOM_02;REP_HOM_03;REP_HOM_04;REP_HOM_05;REP_HOM_06;REP_HOM_07;REP_HOM_08;REP_HOM_TO;REP_MUJ_01;REP_MUJ_02;REP_MUJ_03;REP_MUJ_04;REP_MUJ_05;REP_MUJ_06;REP_MUJ_07;REP_MUJ_08;REP_MUJ_TO;RET_HOM_01;RET_HOM_02;RET_HOM_03;RET_HOM_04;RET_HOM_05;RET_HOM_06;RET_HOM_07;RET_HOM_08;RET_HOM_TO;RET_MUJ_01;RET_MUJ_02;RET_MUJ_03;RET_MUJ_04;RET_MUJ_05;RET_MUJ_06;RET_MUJ_07;RET_MUJ_08;RET_MUJ_TO;TRA_HOM_01;TRA_HOM_02;TRA_HOM_03;TRA_HOM_04;TRA_HOM_05;TRA_HOM_06;TRA_HOM_07;TRA_HOM_08;TRA_HOM_TO;TRA_MUJ_01;TRA_MUJ_02;TRA_MUJ_03;TRA_MUJ_04;TRA_MUJ_05;TRA_MUJ_06;TRA_MUJ_07;TRA_MUJ_08;TRA_MUJ_TO;AGNO
33;7;ESCUELA CARLOS CONDELL DE LA HAZA;G;8;1;1201;ARICA;2;1;110;2;5;8;10;3;4;4;9;45;11;6;5;7;3;3;7;10;52;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;4;0;1;0;0;0;0;0;0;1;2006
35;3;ESCUELA GRAL. MANUEL BAQUEDANO;G;20;1;1201;ARICA;2;1;110;3;12;5;5;4;1;0;0;30;1;4;4;3;5;2;0;0;19;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;3;2006
36;1;ESCUELA  IGNACIO CARRERA PINTO;G;27;1;1201;ARICA;2;1;110;15;14;21;21;14;15;18;11;129;15;17;7;8;10;14;19;23;113;1;2;2;3;2;2;1;1;14;0;1;1;2;4;2;1;0;11;2;0;0;0;3;1;1;0;7;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;1;1;2006
38;8;ESCUELA SOBRAYA;G;28;1;1201;ARICA;2;1;110;18;22;15;20;11;12;11;10;119;11;11;9;8;17;9;23;15;103;0;0;0;0;1;0;0;0;1;0;0;3;0;0;1;0;0;4;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2006
39;6;ESCUELA  PAMPA ALGODONAL;G;31;1;1201;ARICA;2;1;110;7;1;2;2;2;3;0;0;17;3;4;3;1;3;2;0;0;16;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
41;8;ESCUELA VALLE DE CHACA;G;55;1;1201;ARICA;2;1;110;1;1;0;1;1;0;0;0;4;0;1;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
42;6;ESCUELA  MOLINOS LLUTA;G;117;1;1201;ARICA;2;1;110;0;0;0;0;1;1;0;0;2;1;1;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
45;0;COLEGIO ITALIANO SANTA ANA; ;0;1;1201;ARICA;3;0;110;0;0;0;0;0;0;0;0;0;86;86;83;88;88;92;76;78;677;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;5;2;10;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;2;3;1;1;1;1;3;3;15;2006
45;0;COLEGIO ITALIANO SANTA ANA; ;0;1;1201;ARICA;3;0;310;0;0;0;0;0;0;0;0;0;57;72;73;59;0;0;0;0;261;0;0;0;0;0;0;0;0;0;5;1;5;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;5;2;2;1;0;0;0;0;10;2006
50;7;COLEGIO ADVENTISTA; ;0;1;1201;ARICA;3;1;110;22;27;30;24;18;20;15;23;179;23;26;29;24;23;19;15;21;180;2;0;0;2;3;3;4;1;15;2;0;1;1;1;0;3;1;9;1;1;0;4;0;0;1;0;7;0;0;1;1;0;0;0;0;2;0;1;0;2;1;1;2;0;7;1;0;1;1;0;0;0;0;3;2006
50;7;COLEGIO ADVENTISTA; ;0;1;1201;ARICA;3;1;310;21;14;18;26;0;0;0;0;79;19;18;16;15;0;0;0;0;68;2;0;5;1;0;0;0;0;8;2;1;0;0;0;0;0;0;3;1;1;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;2006
51;5;ESCUELA PARTICULAR REPUBLICA DEL ECUADOR; ;0;1;1201;ARICA;3;1;110;0;0;0;1;0;0;0;0;1;1;4;1;1;2;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
52;3;LICEO DOMINGO SANTA MARIA; ;0;1;1201;ARICA;3;0;110;132;131;115;127;118;120;133;141;1017;101;123;88;112;122;103;112;109;870;5;1;4;0;4;2;14;5;35;6;4;4;0;1;3;4;1;23;2;0;0;0;1;2;0;1;6;4;0;0;1;0;1;3;0;9;6;3;5;2;4;4;4;1;29;4;4;5;2;3;2;2;2;24;2006
52;3;LICEO DOMINGO SANTA MARIA; ;0;1;1201;ARICA;3;0;310;192;197;121;150;0;0;0;0;660;177;197;134;150;0;0;0;0;658;55;32;19;9;0;0;0;0;115;30;21;27;1;0;0;0;0;79;24;15;10;2;0;0;0;0;51;21;8;4;3;0;0;0;0;36;9;2;1;1;0;0;0;0;13;5;3;1;2;0;0;0;0;11;2006
52;3;LICEO DOMINGO SANTA MARIA; ;0;1;1201;ARICA;3;0;410;0;0;44;28;0;0;0;0;72;0;0;54;38;0;0;0;0;92;0;0;14;4;0;0;0;0;18;0;0;7;2;0;0;0;0;9;0;0;5;0;0;0;0;0;5;0;0;2;0;0;0;0;0;2;0;0;4;0;0;0;0;0;4;0;0;2;0;0;0;0;0;2;2006
56;6;COLEGIO SAN MARCOS; ;0;1;1201;ARICA;3;0;110;23;18;22;19;27;20;21;16;166;8;16;7;12;10;15;19;19;106;0;2;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;3;1;0;0;0;0;0;0;4;1;0;0;0;3;0;1;1;6;2006
56;6;COLEGIO SAN MARCOS; ;0;1;1201;ARICA;3;0;310;26;32;30;25;0;0;0;0;113;34;31;32;14;0;0;0;0;111;5;3;4;0;0;0;0;0;12;1;5;1;0;0;0;0;0;7;1;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;3;0;1;2;0;0;0;0;0;3;4;1;0;0;0;0;0;0;5;2006
59;0;COLEGIO SAN JORGE; ;0;1;1201;ARICA;4;0;110;18;9;22;24;17;18;15;17;140;11;15;9;15;19;17;21;9;116;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;2;2006
59;0;COLEGIO SAN JORGE; ;0;1;1201;ARICA;4;0;310;15;10;19;10;0;0;0;0;54;22;11;13;12;0;0;0;0;58;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;2006
60;4;COLEGIO ALEMAN; ;0;1;1201;ARICA;3;0;110;36;34;40;43;33;33;32;40;291;34;30;25;24;32;15;24;27;211;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;3;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;2;7;0;0;0;0;1;0;1;0;2;2006
60;4;COLEGIO ALEMAN; ;0;1;1201;ARICA;3;0;310;21;18;13;23;0;0;0;0;75;21;18;25;12;0;0;0;0;76;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;4;0;0;1;0;0;0;0;0;1;2006
67;1; ABRAHAM LINCOLN  SCHOOL; ;0;1;1201;ARICA;3;0;110;39;28;41;41;37;18;41;19;264;23;25;18;22;29;10;17;32;176;1;1;0;0;0;0;0;0;2;1;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;0;0;2;1;1;0;6;1;0;0;0;1;0;1;1;4;2006
67;1; ABRAHAM LINCOLN  SCHOOL; ;0;1;1201;ARICA;3;0;310;24;18;18;12;0;0;0;0;72;11;15;12;9;0;0;0;0;47;1;0;1;0;0;0;0;0;2;0;0;2;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;2;0;1;1;0;0;0;0;0;2;2006
69;8;JUNIOR COLLEGE; ;0;1;1201;ARICA;4;0;110;17;18;22;24;21;27;29;34;192;18;21;25;21;23;10;16;18;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;4;0;0;1;1;1;0;0;0;3;2006
69;8;JUNIOR COLLEGE; ;0;1;1201;ARICA;4;0;310;31;34;41;21;0;0;0;0;127;41;30;40;35;0;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;2006
70;1;ESCUELA  VALLE DE ESQUIÑA;G;36;1;1202;CAMARONES;2;1;110;0;0;1;2;1;2;1;0;7;0;1;0;0;1;0;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;2006
72;8;LICEO  VALLE DE CODPA;G;45;1;1202;CAMARONES;2;1;110;0;1;2;1;2;1;5;6;18;1;1;1;1;1;1;0;4;10;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2006
72;8;LICEO  VALLE DE CODPA;G;45;1;1202;CAMARONES;2;1;710;8;4;2;2;0;0;0;0;16;3;3;2;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;1;0;0;0;0;0;7;1;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1;2006
73;6;ESCUELA  VALLE DE COBIJA;G;46;1;1202;CAMARONES;2;1;110;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
74;4;ESCUELA  VALLE DE CAMARONES;G;47;1;1202;CAMARONES;2;1;110;0;0;0;0;3;0;0;0;3;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
75;2;ESCUELA VALLE DE GUAÑACAGUA.;;119;1;1202;CAMARONES;2;1;110;0;1;1;0;0;0;0;0;2;2;0;1;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
76;0;ESCUELA  VALLE DE CUYA;G;121;1;1202;CAMARONES;2;1;110;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;2006
78;7;LICEO  GRANADEROS;C;3;1;1301;PUTRE;2;0;110;10;4;7;6;5;8;7;11;58;6;10;9;5;4;6;6;14;60;2;0;0;0;1;0;0;1;4;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;0;5;1;1;0;1;1;0;0;0;4;2006
78;7;LICEO  GRANADEROS;C;3;1;1301;PUTRE;2;0;160;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
78;7;LICEO  GRANADEROS;C;3;1;1301;PUTRE;2;0;310;2;2;1;1;0;0;0;0;6;7;11;2;2;0;0;0;0;22;0;2;1;0;0;0;0;0;3;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;2006
78;7;LICEO  GRANADEROS;C;3;1;1301;PUTRE;2;0;361;55;0;91;0;0;0;0;0;146;0;0;0;0;0;0;0;0;0;31;0;44;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;10;0;6;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;2006
79;5;ESCUELA  EL MARQUEZ;E;43;1;1301;PUTRE;2;1;110;2;2;2;0;3;2;0;2;13;3;0;2;0;2;1;2;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
81;7;ESCUELA  PAYACHATAS;G;38;1;1301;PUTRE;2;1;110;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
82;5;ESCUELA SAN FRANCISCO DE ASIS;G;39;1;1301;PUTRE;2;1;110;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
83;3;ESCUELA  COTA COTANI;G;41;1;1301;PUTRE;2;1;110;1;0;1;0;0;0;0;0;2;0;2;0;2;0;0;0;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;2006
84;1;ESCUELA   LOS ALAMOS;G;42;1;1301;PUTRE;2;1;110;1;1;0;0;0;0;0;0;2;0;0;1;1;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
86;8;ESCUELA  SAN SANTIAGO DE BELEN;G;44;1;1301;PUTRE;2;1;110;0;0;0;1;0;0;0;0;1;2;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
87;6;ESCUELA  ANCOLACANE;G;32;1;1302;GENERAL LAGOS;2;1;110;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
88;4;ESCUELA   ALCERRECA;G;33;1;1302;GENERAL LAGOS;2;1;110;0;0;1;0;1;0;0;0;2;0;0;1;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
89;2;ESCUELA  HUMAPALCA;G;34;1;1302;GENERAL LAGOS;2;1;110;2;2;0;3;0;3;0;0;10;0;1;1;0;1;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
90;6;ESCUELA INTERNADO  VISVIRI;G;35;1;1302;GENERAL LAGOS;2;1;110;2;2;1;3;2;3;5;6;24;2;2;1;1;0;0;4;5;15;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2006
91;4;ESCUELA COSAPILLA;G;114;1;1302;GENERAL LAGOS;2;1;110;2;0;0;1;0;1;0;0;4;0;0;1;0;2;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
92;2;ESCUELA  CHISLLUMA;G;115;1;1302;GENERAL LAGOS;2;1;110;0;1;1;0;0;0;0;0;2;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
93;0;ESCUELA CHUJLLUTA;G;116;1;1302;GENERAL LAGOS;2;1;110;3;0;2;2;0;1;0;0;8;2;3;2;0;1;0;0;0;8;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
94;9;ESCUELA  GUACOYO;G;123;1;1302;GENERAL LAGOS;2;1;110;0;0;3;1;1;0;0;0;5;0;2;2;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
95;7;ESCUELA  COLPITAS;G;125;1;1302;GENERAL LAGOS;2;1;110;0;0;0;3;0;2;0;0;5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
97;3;LICEO COMERCIAL BALDOMERO WOLNITZKY;A;6;1;1101;IQUIQUE;1;0;410;76;89;89;72;0;0;0;0;326;109;138;147;134;0;0;0;0;528;41;19;11;9;0;0;0;0;80;35;17;29;8;0;0;0;0;89;39;9;16;1;0;0;0;0;65;18;8;14;8;0;0;0;0;48;4;4;5;1;0;0;0;0;14;5;7;5;1;0;0;0;0;18;2006
97;3;LICEO COMERCIAL BALDOMERO WOLNITZKY;A;6;1;1101;IQUIQUE;1;0;461;3;0;9;14;0;0;0;0;26;8;0;23;30;0;0;0;0;61;1;0;2;0;0;0;0;0;3;0;0;3;0;0;0;0;0;3;16;0;13;15;0;0;0;0;44;13;0;33;16;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2006
103;1;ESC. GRAL. BAS. DESAR. ART. VIOLETA PARR;F;86;1;1101;IQUIQUE;1;0;110;30;30;33;22;16;13;30;33;207;38;28;38;22;24;25;36;35;246;0;0;0;0;2;4;0;0;6;0;2;0;0;1;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;2;1;0;0;0;0;1;8;1;3;1;1;2;0;0;1;9;2006
106;6;INST.DEL MAR AL.CARLOS CONDELL;A;8;1;1101;IQUIQUE;5;1;810;87;71;73;58;0;0;0;0;289;18;20;15;16;0;0;0;0;69;14;14;7;7;0;0;0;0;42;4;3;0;1;0;0;0;0;8;9;10;8;4;0;0;0;0;31;4;4;3;0;0;0;0;0;11;9;8;2;0;0;0;0;0;19;0;2;0;0;0;0;0;0;2;2006
107;4;LIC. LIBERTADOR GRAL BERNARDO O'HIGGINS;A;7;1;1101;IQUIQUE;1;0;310;109;134;118;127;0;0;0;0;488;111;130;119;109;0;0;0;0;469;30;9;23;5;0;0;0;0;67;21;14;6;0;0;0;0;0;41;20;11;11;7;0;0;0;0;49;15;5;6;5;0;0;0;0;31;5;5;5;3;0;0;0;0;18;4;4;2;2;0;0;0;0;12;2006
108;2;LICEO JOSE GUTIERREZ DE LA FUENTE;A;9;1;1101;IQUIQUE;1;0;510;63;98;126;105;0;0;0;0;392;24;45;1;0;0;0;0;0;70;37;26;13;13;0;0;0;0;89;9;8;0;0;0;0;0;0;17;48;29;31;13;0;0;0;0;121;15;12;0;0;0;0;0;0;27;5;1;2;2;0;0;0;0;10;2;3;0;0;0;0;0;0;5;2006
108;2;LICEO JOSE GUTIERREZ DE LA FUENTE;A;9;1;1101;IQUIQUE;1;0;561;16;0;24;23;0;0;0;0;63;2;0;0;1;0;0;0;0;3;3;0;4;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;65;0;71;23;0;0;0;0;159;4;0;2;0;0;0;0;0;6;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2006
108;2;LICEO JOSE GUTIERREZ DE LA FUENTE;A;9;1;1101;IQUIQUE;1;0;610;0;0;17;15;0;0;0;0;32;57;67;100;129;0;0;0;0;353;0;0;6;4;0;0;0;0;10;7;16;14;10;0;0;0;0;47;0;0;3;4;0;0;0;0;7;7;9;12;14;0;0;0;0;42;0;0;1;0;0;0;0;0;1;2;1;1;0;0;0;0;0;4;2006
108;2;LICEO JOSE GUTIERREZ DE LA FUENTE;A;9;1;1101;IQUIQUE;1;0;661;3;0;7;6;0;0;0;0;16;26;0;65;51;0;0;0;0;142;3;0;4;1;0;0;0;0;8;7;0;5;1;0;0;0;0;13;12;0;7;5;0;0;0;0;24;35;0;35;9;0;0;0;0;79;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;2;2006
109;0;LICEO ELENA DUVAUCHELLE CABEZON;A;11;1;1101;IQUIQUE;1;0;110;0;0;0;0;0;0;0;18;18;0;0;0;0;0;0;0;12;12;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;2006
109;0;LICEO ELENA DUVAUCHELLE CABEZON;A;11;1;1101;IQUIQUE;1;0;310;44;50;13;15;0;0;0;0;122;39;51;4;14;0;0;0;0;108;14;8;2;0;0;0;0;0;24;14;14;1;0;0;0;0;0;29;12;11;1;1;0;0;0;0;25;10;6;1;0;0;0;0;0;17;2;4;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;3;2006
109;0;LICEO ELENA DUVAUCHELLE CABEZON;A;11;1;1101;IQUIQUE;1;0;410;0;0;17;19;0;0;0;0;36;0;0;30;37;0;0;0;0;67;0;0;4;2;0;0;0;0;6;0;0;5;0;0;0;0;0;5;0;0;2;2;0;0;0;0;4;0;0;4;5;0;0;0;0;9;0;0;2;0;0;0;0;0;2;0;0;3;0;0;0;0;0;3;2006
109;0;LICEO ELENA DUVAUCHELLE CABEZON;A;11;1;1101;IQUIQUE;1;0;510;0;0;5;7;0;0;0;0;12;0;0;15;9;0;0;0;0;24;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2006
110;4;ESCUELA DOMINGO SANTA MARIA;D;71;1;1101;IQUIQUE;1;0;110;36;56;28;48;54;49;46;69;386;0;0;0;0;0;0;0;0;0;1;0;4;5;1;2;7;4;24;0;0;0;0;0;0;0;0;0;1;0;4;3;2;2;5;10;27;0;0;0;0;0;0;0;0;0;6;1;3;0;4;3;3;1;21;0;0;0;0;0;0;0;0;0;2006
111;2;ESCUELA  GABRIELA MISTRAL;D;72;1;1101;IQUIQUE;1;0;110;29;32;30;39;26;30;27;30;243;41;28;21;28;33;29;31;24;235;2;2;0;1;3;2;6;1;17;0;1;2;0;1;2;7;0;13;1;1;3;2;0;2;5;2;16;1;1;2;0;3;2;1;2;12;4;3;2;0;1;0;0;2;12;0;1;6;2;4;1;1;1;16;2006
112;0;ESCUELA EDUARDO LLANOS;D;89;1;1101;IQUIQUE;1;0;110;33;25;24;18;39;34;32;25;230;33;26;30;21;37;25;34;28;234;3;2;3;0;7;4;3;0;22;3;2;2;0;1;4;1;1;14;3;1;2;1;1;1;3;0;12;2;0;1;0;1;0;0;1;5;2;2;1;2;1;1;1;0;10;2;3;2;0;0;1;1;0;9;2006
113;9;ESCUELA  ALMTE. PATRICIO LYNCH;D;90;1;1101;IQUIQUE;1;0;110;56;51;50;58;61;47;51;60;434;41;50;52;51;55;46;46;62;403;4;6;6;7;5;9;6;6;49;5;5;2;3;4;7;4;4;34;5;2;1;2;3;5;3;5;26;1;2;3;0;2;1;1;2;12;3;3;3;3;1;3;7;6;29;5;2;2;0;1;2;0;4;16;2006
