RBD;DGV_RBD;NOM_RBD;LET_RBD;NUM_RBD;COD_REG_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPE;RURAL_RBD;COD_ENSE;APR_HOM_01;APR_HOM_02;APR_HOM_03;APR_HOM_04;APR_HOM_05;APR_HOM_06;APR_HOM_07;APR_HOM_08;APR_HOM_TO;APR_MUJ_01;APR_MUJ_02;APR_MUJ_03;APR_MUJ_04;APR_MUJ_05;APR_MUJ_06;APR_MUJ_07;APR_MUJ_08;APR_MUJ_TO;REP_HOM_01;REP_HOM_02;REP_HOM_03;REP_HOM_04;REP_HOM_05;REP_HOM_06;REP_HOM_07;REP_HOM_08;REP_HOM_TO;REP_MUJ_01;REP_MUJ_02;REP_MUJ_03;REP_MUJ_04;REP_MUJ_05;REP_MUJ_06;REP_MUJ_07;REP_MUJ_08;REP_MUJ_TO;RET_HOM_01;RET_HOM_02;RET_HOM_03;RET_HOM_04;RET_HOM_05;RET_HOM_06;RET_HOM_07;RET_HOM_08;RET_HOM_TO;RET_MUJ_01;RET_MUJ_02;RET_MUJ_03;RET_MUJ_04;RET_MUJ_05;RET_MUJ_06;RET_MUJ_07;RET_MUJ_08;RET_MUJ_TO;TRA_HOM_01;TRA_HOM_02;TRA_HOM_03;TRA_HOM_04;TRA_HOM_05;TRA_HOM_06;TRA_HOM_07;TRA_HOM_08;TRA_HOM_TO;TRA_MUJ_01;TRA_MUJ_02;TRA_MUJ_03;TRA_MUJ_04;TRA_MUJ_05;TRA_MUJ_06;TRA_MUJ_07;TRA_MUJ_08;TRA_MUJ_TO;AGNO
6361;4;ESCUELA CHAICHAYEN;G;684;9;9117;TEODORO SCHMIDT;2;1;110;1;4;0;1;1;3;0;0;10;2;0;1;2;1;2;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6363;0;PUCHILCO;G;687;9;9118;TOLTEN;2;1;110;2;1;0;0;0;1;0;0;4;0;1;0;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2006
6366;5;SAN JOSE;G;693;9;9118;TOLTEN;2;1;110;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2006
6367;3;LA COLONIA;G;694;9;9118;TOLTEN;2;1;110;0;0;0;1;0;1;0;0;2;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6368;1;LAS LOICAS;G;697;9;9118;TOLTEN;2;1;110;0;1;2;0;1;0;0;0;4;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6370;3;LA CONCEPCION;G;701;9;9118;TOLTEN;2;1;110;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6371;1;ANTULAFQUEN;G;702;9;9118;TOLTEN;2;1;110;1;0;5;0;0;0;0;0;6;3;0;1;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6373;8;ESCUELA  PORMA;G;704;9;9117;TEODORO SCHMIDT;2;1;110;3;5;2;2;1;2;0;0;15;5;2;1;2;1;2;0;0;13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6374;6;FLOR DEL VALLE;G;705;9;9118;TOLTEN;2;1;110;0;3;1;0;2;2;0;0;8;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6377;0;DECAMAHUEY;G;710;9;9118;TOLTEN;2;1;110;2;1;1;1;3;2;0;0;10;1;1;0;0;1;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6378;9;BOROA NORTE;G;711;9;9118;TOLTEN;2;1;110;1;1;1;2;3;1;0;0;9;0;0;0;0;0;2;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2006
6379;7;PARROQUIAL TOLTEN; ;4;9;9118;TOLTEN;3;0;110;10;14;17;13;9;11;26;15;115;10;5;15;10;7;14;19;18;98;0;2;0;1;0;0;0;0;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;2;0;0;0;7;2;0;1;0;0;1;0;0;4;2006
6380;0;PORTAL QUEULE; ;5;9;9118;TOLTEN;3;0;110;3;2;4;6;10;5;10;4;44;7;7;5;8;2;3;4;6;42;2;1;0;0;0;1;0;1;5;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;5;0;0;0;0;1;0;0;0;1;2006
6381;9;PURALACO; ;16;9;9118;TOLTEN;3;1;110;5;6;4;6;5;9;6;19;60;5;8;7;2;5;5;13;7;52;0;0;0;0;0;2;1;3;6;0;0;0;0;1;0;1;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;3;1;0;0;0;2;0;2;0;5;2006
6382;7;RAQUINCURA; ;19;9;9118;TOLTEN;3;1;110;3;3;1;2;1;3;0;0;13;2;0;1;3;2;2;0;0;10;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2006
6384;3;COLONIA BOROA SUR; ;62;9;9118;TOLTEN;3;1;110;2;1;1;1;0;2;0;0;7;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6385;1;CHANQUIN; ;64;9;9118;TOLTEN;3;1;110;7;7;4;2;7;2;7;9;45;3;8;10;6;3;5;7;3;45;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;1;0;1;2;2006
6385;1;CHANQUIN; ;64;9;9118;TOLTEN;3;1;310;10;4;7;2;0;0;0;0;23;13;14;4;10;0;0;0;0;41;17;3;0;1;0;0;0;0;21;3;2;1;4;0;0;0;0;10;3;0;1;1;0;0;0;0;5;2;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2006
6388;6;ISABEL MONJE; ;89;9;9118;TOLTEN;3;1;110;5;2;1;2;1;2;0;0;13;3;2;3;2;1;3;0;0;14;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6389;4;BAJO POCOYAN CASILLA 619; ;99;9;9118;TOLTEN;3;1;110;1;1;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6390;8;ARAUCANA PELEHUE; ;127;9;9117;TEODORO SCHMIDT;3;1;110;1;1;2;0;2;1;0;0;7;2;1;0;0;3;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6391;6;VILLA LOS BOLDOS; ;130;9;9118;TOLTEN;3;1;110;1;1;3;4;2;3;0;0;14;1;6;4;1;2;0;0;0;14;1;1;1;1;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6392;4;PIREN; ;142;9;9118;TOLTEN;3;1;110;13;5;14;9;11;9;10;14;85;9;11;9;6;12;9;8;10;74;2;0;0;1;1;1;1;0;6;0;0;0;0;0;1;2;0;3;1;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;1;3;2;1;0;0;1;0;0;7;0;0;0;1;1;0;0;0;2;2006
6393;2;FRUTILLAR; ;144;9;9118;TOLTEN;3;1;110;4;9;6;4;13;6;9;11;62;2;6;6;6;4;2;2;5;33;0;2;1;0;0;0;0;2;5;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2006
6397;5;ESCUELA EL ALBA;F;374;9;9117;TEODORO SCHMIDT;2;0;110;6;6;4;8;7;6;4;10;51;5;6;9;4;5;12;7;12;60;0;0;0;0;0;1;1;1;3;0;1;0;0;0;0;2;0;3;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;2;0;4;2006
6397;5;ESCUELA EL ALBA;F;374;9;9117;TEODORO SCHMIDT;2;0;310;11;10;0;0;0;0;0;0;21;21;14;0;0;0;0;0;0;35;0;1;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;2006
6397;5;ESCUELA EL ALBA;F;374;9;9117;TEODORO SCHMIDT;2;0;610;0;0;14;0;0;0;0;0;14;0;0;8;0;0;0;0;0;8;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2006
6398;3;ESCUELA  NUEVA ALBORADA;F;461;9;9117;TEODORO SCHMIDT;2;0;110;13;21;13;10;15;26;23;31;152;14;13;10;16;25;18;19;20;135;0;0;1;1;0;4;4;1;11;0;1;1;0;0;1;1;1;5;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;2;5;0;0;0;0;0;0;1;0;1;2006
6399;1;ESCUELA HORIZONTE;F;699;9;9117;TEODORO SCHMIDT;2;0;110;11;7;9;15;16;24;23;39;144;6;11;6;14;14;15;16;27;109;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;2;0;7;0;0;1;0;2;0;0;1;4;2006
6400;9;ESCUELA ISLA LLICAN;F;709;9;9117;TEODORO SCHMIDT;2;1;110;1;2;0;1;0;0;0;0;4;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6402;5;ESCUELA PULIL;G;363;9;9117;TEODORO SCHMIDT;2;1;110;1;1;0;0;0;1;0;0;3;0;1;0;0;1;3;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6404;1;ESCUELA MOLONHUE;G;375;9;9117;TEODORO SCHMIDT;2;1;110;6;2;0;2;3;3;5;3;24;1;1;2;2;0;2;3;4;15;0;0;1;0;0;0;1;0;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2006
6406;8;ESCUELA LLOLLINCO;G;389;9;9117;TEODORO SCHMIDT;2;1;110;0;2;2;0;0;1;0;0;5;1;1;1;0;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2006
6407;6;ESCUELA NOHUALHUE;G;399;9;9117;TEODORO SCHMIDT;2;1;110;3;0;2;1;1;0;0;0;7;1;2;0;1;1;2;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6409;2;ESCUELA  PENEHUE;G;427;9;9117;TEODORO SCHMIDT;2;1;110;1;0;2;1;2;1;0;0;7;1;0;2;0;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6410;6;ESCUELA MALALHUE;G;451;9;9117;TEODORO SCHMIDT;2;1;110;0;3;1;0;0;0;0;0;4;0;3;1;0;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6411;4;ESCUELA PUYEHUE;G;675;9;9117;TEODORO SCHMIDT;2;1;110;0;1;0;2;1;1;0;0;5;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6412;2;ESCUELA HUINCULLICAN;G;680;9;9117;TEODORO SCHMIDT;2;1;110;0;1;0;0;1;0;0;0;2;0;1;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6413;0;ESCUELA RUCA RUCA;G;686;9;9117;TEODORO SCHMIDT;2;1;110;1;1;0;3;0;0;0;0;5;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6415;7;ESCUELA LOS TRONCOS;G;696;9;9117;TEODORO SCHMIDT;2;1;110;0;1;0;1;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6417;3;ESCUELA LA MAPU;G;713;9;9117;TEODORO SCHMIDT;2;1;110;1;0;1;1;1;2;0;0;6;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6418;1;COMPLEJO EDUCACIONAL CRISTO REY; ;0;9;9117;TEODORO SCHMIDT;3;0;310;0;0;13;8;0;0;0;0;21;0;0;10;13;0;0;0;0;23;0;0;2;1;0;0;0;0;3;0;0;1;0;0;0;0;0;1;0;0;1;2;0;0;0;0;3;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;2006
6418;1;COMPLEJO EDUCACIONAL CRISTO REY; ;0;9;9117;TEODORO SCHMIDT;3;0;610;0;0;0;0;0;0;0;0;0;0;0;19;10;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6418;1;COMPLEJO EDUCACIONAL CRISTO REY; ;0;9;9117;TEODORO SCHMIDT;3;0;710;21;24;19;10;0;0;0;0;74;40;48;5;2;0;0;0;0;95;12;8;7;2;0;0;0;0;29;8;8;2;0;0;0;0;0;18;1;4;1;2;0;0;0;0;8;5;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;4;2006
6420;3;PADRE A. ORTEGA; ;9;9;9117;TEODORO SCHMIDT;3;0;110;13;23;13;16;22;17;22;27;153;9;17;9;20;22;18;21;18;134;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;3;1;0;0;0;0;1;1;0;3;2006
6421;1;BAUTISTA; ;34;9;9117;TEODORO SCHMIDT;3;0;110;13;10;19;13;15;14;10;10;104;10;12;18;7;11;10;9;13;90;0;0;1;0;1;0;1;0;3;0;1;0;3;1;0;2;0;7;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;3;1;0;0;0;0;0;5;1;2;2;0;0;0;0;0;5;2006
6423;8;HUALPIN; ;98;9;9117;TEODORO SCHMIDT;3;0;110;6;5;5;3;9;6;9;11;54;5;4;5;4;8;9;13;15;63;0;0;0;0;0;1;0;3;4;1;0;0;0;0;0;1;1;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;3;0;2;0;0;0;0;0;1;3;2006
6424;6;ARTURO ALESSANDRI; ;261;9;9117;TEODORO SCHMIDT;3;0;110;0;2;1;1;2;4;0;0;10;1;1;3;0;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6425;4;QUILIMANZANO; ;6;9;9117;TEODORO SCHMIDT;3;1;110;1;3;2;0;1;0;0;0;7;0;2;0;2;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6426;2;QUEUPUE; ;17;9;9117;TEODORO SCHMIDT;3;1;110;2;1;2;1;2;0;0;0;8;0;0;1;1;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6427;0;QUILMER; ;18;9;9117;TEODORO SCHMIDT;3;1;110;2;0;1;1;1;0;0;0;5;0;0;2;1;0;1;0;0;4;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6429;7;REBECA MATTE BELLO; ;32;9;9117;TEODORO SCHMIDT;3;1;110;1;1;0;1;1;1;0;0;5;0;0;1;1;3;2;0;0;7;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6432;7;ALTO CHELLE; ;74;9;9117;TEODORO SCHMIDT;3;1;110;3;3;6;3;8;2;6;5;36;2;5;5;4;3;4;5;8;36;3;0;0;0;0;1;0;1;5;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2006
6433;5;HUILIO; ;80;9;9117;TEODORO SCHMIDT;3;1;110;0;0;1;1;0;0;0;0;2;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2006
6434;3;PORMA; ;129;9;9117;TEODORO SCHMIDT;3;1;110;1;3;2;2;2;2;0;0;12;1;1;1;2;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2006
6435;1;HUIDIMA; ;132;9;9117;TEODORO SCHMIDT;3;1;110;1;1;3;1;3;2;2;2;15;1;2;1;0;4;0;8;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2006
6440;8;ALLIPEN; ;293;9;9117;TEODORO SCHMIDT;3;1;110;0;1;2;2;2;0;0;0;7;2;1;0;1;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6441;6;RUCA COMCHE; ;309;9;9117;TEODORO SCHMIDT;3;1;110;3;5;2;2;3;2;0;0;17;0;2;1;3;6;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6442;4;LAS DELICIAS; ;310;9;9117;TEODORO SCHMIDT;3;1;110;0;0;0;1;0;2;0;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6443;2;RAYENCO; ;312;9;9117;TEODORO SCHMIDT;3;1;110;1;0;4;7;3;0;0;0;15;7;2;3;2;3;1;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6444;0;BELLAVISTA; ;314;9;9117;TEODORO SCHMIDT;3;1;110;1;1;0;0;1;2;0;0;5;0;1;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2006
6445;9;SANTA IRENE; ;315;9;9117;TEODORO SCHMIDT;3;1;110;1;3;1;2;0;0;0;0;7;1;0;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;2006
6446;7;SAN MIGUEL DE TRAHUE; ;316;9;9117;TEODORO SCHMIDT;3;1;110;0;1;2;2;1;1;0;0;7;1;0;2;2;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
6448;3;GENERAL OSCAR BONILLA; ;325;9;9117;TEODORO SCHMIDT;3;1;110;1;3;0;3;0;1;0;0;8;1;1;4;2;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2006
6449;1;"BERNARDO O""HIGGINS"; ;352;9;9117;TEODORO SCHMIDT;3;1;110;1;1;1;2;0;1;0;0;6;0;2;1;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;0;0;0;5;1;0;1;0;0;0;0;0;2;2006
6452;1;LICEO REINO DE SUECIA;C;19;9;9116;SAAVEDRA;2;0;110;16;8;19;11;8;15;17;20;114;13;10;8;15;14;19;15;13;107;2;0;2;2;4;1;6;3;20;2;4;1;2;2;1;3;0;15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;3;0;0;0;0;0;1;1;0;2;1;0;1;0;0;0;1;2;5;2006
6452;1;LICEO REINO DE SUECIA;C;19;9;9116;SAAVEDRA;2;0;310;27;14;18;10;0;0;0;0;69;36;22;13;9;0;0;0;0;80;8;5;2;2;0;0;0;0;17;9;9;1;2;0;0;0;0;21;1;1;0;0;0;0;0;0;2;3;3;0;0;0;0;0;0;6;1;0;1;0;0;0;0;0;2;1;1;0;0;0;0;0;0;2;2006
6452;1;LICEO REINO DE SUECIA;C;19;9;9116;SAAVEDRA;2;0;610;0;0;14;9;0;0;0;0;23;0;0;20;11;0;0;0;0;31;0;0;3;4;0;0;0;0;7;0;0;2;3;0;0;0;0;5;0;0;0;2;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;2006
6454;8;COLLICO RANCO;F;442;9;9116;SAAVEDRA;2;1;110;7;5;5;3;6;3;11;11;51;4;2;3;2;2;4;9;10;36;0;0;0;0;0;1;1;1;3;0;0;1;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2006
