AGNO;RBD;DV_RBD;NOM_RBD;COD_REG_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPE;RURAL_RBD;COD_ENSE;APR_HOM_01;APR_HOM_02;APR_HOM_03;APR_HOM_04;APR_HOM_05;APR_HOM_06;APR_HOM_07;APR_HOM_08;APR_HOM_TO;APR_MUJ_01;APR_MUJ_02;APR_MUJ_03;APR_MUJ_04;APR_MUJ_05;APR_MUJ_06;APR_MUJ_07;APR_MUJ_08;APR_MUJ_TO;REP_HOM_01;REP_HOM_02;REP_HOM_03;REP_HOM_04;REP_HOM_05;REP_HOM_06;REP_HOM_07;REP_HOM_08;REP_HOM_TO;REP_MUJ_01;REP_MUJ_02;REP_MUJ_03;REP_MUJ_04;REP_MUJ_05;REP_MUJ_06;REP_MUJ_07;REP_MUJ_08;REP_MUJ_TO;RET_HOM_01;RET_HOM_02;RET_HOM_03;RET_HOM_04;RET_HOM_05;RET_HOM_06;RET_HOM_07;RET_HOM_08;RET_HOM_TO;RET_MUJ_01;RET_MUJ_02;RET_MUJ_03;RET_MUJ_04;RET_MUJ_05;RET_MUJ_06;RET_MUJ_07;RET_MUJ_08;RET_MUJ_TO;TRA_HOM_01;TRA_HOM_02;TRA_HOM_03;TRA_HOM_04;TRA_HOM_05;TRA_HOM_06;TRA_HOM_07;TRA_HOM_08;TRA_HOM_TO;TRA_MUJ_01;TRA_MUJ_02;TRA_MUJ_03;TRA_MUJ_04;TRA_MUJ_05;TRA_MUJ_06;TRA_MUJ_07;TRA_MUJ_08;TRA_MUJ_TO;SI_HOM_01;SI_HOM_02;SI_HOM_03;SI_HOM_04;SI_HOM_05;SI_HOM_06;SI_HOM_07;SI_HOM_08;SI_HOM_TO;SI_MUJ_01;SI_MUJ_02;SI_MUJ_03;SI_MUJ_04;SI_MUJ_05;SI_MUJ_06;SI_MUJ_07;SI_MUJ_08;SI_MUJ_TO
2012;4269;2;COLEGIO HISPANOAMERICANO;8;8301;LOS ANGELES;3;0;110;30;18;20;16;18;17;18;17;154;23;14;15;11;12;9;6;13;103;2;1;1;0;1;0;0;0;5;0;1;0;0;1;1;1;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;6;1;0;0;0;0;1;1;9;2;0;1;1;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4269;2;COLEGIO HISPANOAMERICANO;8;8301;LOS ANGELES;3;0;310;30;25;19;21;0;0;0;0;95;29;37;25;39;0;0;0;0;130;0;5;4;1;0;0;0;0;10;5;8;4;2;0;0;0;0;19;1;2;0;0;0;0;0;0;3;0;3;4;1;0;0;0;0;8;3;2;3;1;0;0;0;0;9;3;4;5;1;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4270;6;LICEO PARTICULAR CARLOS CONDELL;8;8301;LOS ANGELES;3;0;110;9;6;11;10;10;8;11;18;83;3;4;9;9;10;11;5;8;59;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;2;0;0;0;1;1;0;0;2;4;1;0;0;0;0;0;0;1;2;0;1;0;1;2;1;2;5;12;1;1;0;3;1;1;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4270;6;LICEO PARTICULAR CARLOS CONDELL;8;8301;LOS ANGELES;3;0;310;24;30;0;0;0;0;0;0;54;17;15;0;0;0;0;0;0;32;4;2;0;0;0;0;0;0;6;2;1;0;0;0;0;0;0;3;6;2;0;0;0;0;0;0;8;8;3;0;0;0;0;0;0;11;3;2;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4270;6;LICEO PARTICULAR CARLOS CONDELL;8;8301;LOS ANGELES;3;0;510;0;0;11;24;0;0;0;0;35;0;0;5;5;0;0;0;0;10;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4270;6;LICEO PARTICULAR CARLOS CONDELL;8;8301;LOS ANGELES;3;0;610;0;0;6;2;0;0;0;0;8;0;0;17;20;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4271;4;LICEO PARTICULAR SANTA RITA;8;8301;LOS ANGELES;3;0;110;16;17;30;19;20;11;14;15;142;13;16;24;15;5;14;4;7;98;3;1;2;3;9;6;6;9;39;0;2;1;1;5;0;6;6;21;0;0;0;0;1;1;2;3;7;0;0;0;0;0;0;0;2;2;3;2;2;0;2;2;0;2;13;3;1;0;0;1;2;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4271;4;LICEO PARTICULAR SANTA RITA;8;8301;LOS ANGELES;3;0;310;27;26;19;17;0;0;0;0;89;26;15;14;25;0;0;0;0;80;9;10;6;2;0;0;0;0;27;15;10;3;5;0;0;0;0;33;11;8;0;3;0;0;0;0;22;12;8;1;1;0;0;0;0;22;4;5;4;1;0;0;0;0;14;8;4;2;2;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4272;2;ESCUELA PARTICULAR DIEGO DE ALMAGRO;8;8301;LOS ANGELES;3;0;110;8;14;7;12;10;18;11;8;88;10;4;15;14;13;9;8;16;89;1;1;0;2;0;2;0;0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;4;0;0;0;0;0;1;1;0;2;0;0;1;0;0;1;0;1;3;3;1;0;2;1;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4274;9;COLEGIO PARTICULAR MARIA JESUS;8;8301;LOS ANGELES;3;1;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;4;2;5;6;3;4;25;0;1;1;1;3;1;3;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4275;7;ESCUELA PARTICULAR LA VICTORIA;8;8301;LOS ANGELES;3;1;110;24;22;24;17;21;19;10;23;160;16;19;21;19;20;21;13;11;140;3;2;1;1;1;0;0;0;8;0;2;3;0;0;1;0;0;6;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;4;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4276;5;ESCUELA PARTICULAR SAN LUIS;8;8301;LOS ANGELES;3;1;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4277;3;CENTRO EDUC.ADVENTISTA LOS ANGELES;8;8301;LOS ANGELES;3;1;110;28;24;22;38;35;39;42;51;279;18;35;33;26;35;46;40;39;272;5;1;0;0;0;1;6;0;13;2;0;0;0;0;0;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;1;0;1;0;5;1;2;1;1;0;0;3;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4277;3;CENTRO EDUC.ADVENTISTA LOS ANGELES;8;8301;LOS ANGELES;3;1;310;15;21;20;19;0;0;0;0;75;29;21;22;27;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;2;2;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4277;3;CENTRO EDUC.ADVENTISTA LOS ANGELES;8;8301;LOS ANGELES;3;1;410;39;34;16;34;0;0;0;0;123;25;36;27;29;0;0;0;0;117;12;1;2;1;0;0;0;0;16;5;1;6;0;0;0;0;0;12;1;0;0;1;0;0;0;0;2;2;0;1;0;0;0;0;0;3;5;4;3;0;0;0;0;0;12;6;3;1;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4277;3;CENTRO EDUC.ADVENTISTA LOS ANGELES;8;8301;LOS ANGELES;3;1;510;58;51;58;42;0;0;0;0;209;39;40;23;23;0;0;0;0;125;15;3;5;0;0;0;0;0;23;11;3;4;0;0;0;0;0;18;3;0;2;0;0;0;0;0;5;4;0;4;0;0;0;0;0;8;10;4;5;0;0;0;0;0;19;4;1;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4280;3;ESCUELA PARTICULAR SAN JOSE;8;8301;LOS ANGELES;3;1;110;12;12;12;10;9;9;14;19;97;9;10;12;12;13;10;13;14;93;2;0;1;0;0;0;0;0;3;1;1;1;0;1;0;0;0;4;1;0;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;2;1;8;2;0;0;1;0;1;2;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4281;1;ESCUELA PARTICULAR RURAL LOS COPIHUES;8;8301;LOS ANGELES;3;1;110;3;5;9;12;9;8;9;6;61;2;5;4;2;6;7;5;3;34;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;1;0;2;2;3;3;0;1;2;13;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4284;6;ESCUELA PARTICULAR SAN MANUEL;8;8301;LOS ANGELES;3;1;110;5;5;5;4;4;3;12;2;40;3;2;4;5;9;4;3;6;36;1;0;1;0;0;1;0;1;4;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;1;0;3;0;0;0;0;0;0;0;0;0;1;2;0;2;1;2;0;0;8;1;0;0;1;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4284;6;ESCUELA PARTICULAR SAN MANUEL;8;8301;LOS ANGELES;3;1;310;4;7;4;5;0;0;0;0;20;4;3;3;1;0;0;0;0;11;4;2;1;0;0;0;0;0;7;0;1;1;0;0;0;0;0;2;1;1;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;2;1;0;1;0;0;0;0;0;2;0;2;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4285;4;LICEO ALEMAN DEL VERBO DIVINO;8;8301;LOS ANGELES;4;0;110;33;31;37;34;30;27;34;52;278;37;32;27;31;37;40;35;37;276;0;0;0;0;2;1;0;2;5;0;0;0;0;2;1;1;2;6;0;0;0;1;0;1;0;0;2;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4285;4;LICEO ALEMAN DEL VERBO DIVINO;8;8301;LOS ANGELES;4;0;310;42;46;38;31;0;0;0;0;157;46;46;43;56;0;0;0;0;191;3;1;2;0;0;0;0;0;6;1;1;1;0;0;0;0;0;3;1;0;3;0;0;0;0;0;4;0;1;2;0;0;0;0;0;3;1;0;0;1;0;0;0;0;2;1;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4286;2;COLEGIO ALEMAN LOS ANGELES;8;8301;LOS ANGELES;4;0;110;26;31;24;26;31;27;18;24;207;19;23;36;26;29;21;32;26;212;1;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;2;1;0;4;0;1;0;1;2;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4286;2;COLEGIO ALEMAN LOS ANGELES;8;8301;LOS ANGELES;4;0;310;18;16;13;24;0;0;0;0;71;23;33;29;25;0;0;0;0;110;1;1;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4287;0;LICEO AGRICOLA A-62 LOS ANGELES;8;8301;LOS ANGELES;5;1;710;48;37;35;51;0;0;0;0;171;18;41;41;32;0;0;0;0;132;8;4;0;4;0;0;0;0;16;4;0;3;0;0;0;0;0;7;13;0;4;1;0;0;0;0;18;1;1;1;4;0;0;0;0;7;3;3;2;0;0;0;0;0;8;5;3;1;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4288;9;LICEO POLITECNICO GRAL.BONILLA;8;8303;CABRERO;2;0;410;14;25;9;9;0;0;0;0;57;76;91;58;64;0;0;0;0;289;3;1;1;0;0;0;0;0;5;14;1;3;0;0;0;0;0;18;1;0;0;0;0;0;0;0;1;2;3;0;1;0;0;0;0;6;0;0;1;1;0;0;0;0;2;12;6;2;1;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4288;9;LICEO POLITECNICO GRAL.BONILLA;8;8303;CABRERO;2;0;463;0;0;0;2;0;0;0;0;2;0;0;0;12;0;0;0;0;12;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;2;0;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4288;9;LICEO POLITECNICO GRAL.BONILLA;8;8303;CABRERO;2;0;510;82;93;67;70;0;0;0;0;312;7;7;20;19;0;0;0;0;53;9;1;3;0;0;0;0;0;13;0;0;1;0;0;0;0;0;1;2;2;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;20;10;6;0;0;0;0;0;36;1;0;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4288;9;LICEO POLITECNICO GRAL.BONILLA;8;8303;CABRERO;2;0;563;7;0;8;0;0;0;0;0;15;6;0;4;0;0;0;0;0;10;3;0;1;0;0;0;0;0;4;2;0;2;0;0;0;0;0;4;7;0;7;0;0;0;0;0;14;0;0;8;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4289;7;LICEO MANUEL A. ZANARTU;8;8303;CABRERO;2;0;310;14;15;15;25;0;0;0;0;69;41;36;32;40;0;0;0;0;149;7;4;3;3;0;0;0;0;17;3;2;3;1;0;0;0;0;9;2;1;2;1;0;0;0;0;6;1;1;1;2;0;0;0;0;5;2;3;3;0;0;0;0;0;8;5;1;1;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4289;7;LICEO MANUEL A. ZANARTU;8;8303;CABRERO;2;0;363;9;0;11;0;0;0;0;0;20;2;0;12;0;0;0;0;0;14;1;0;3;0;0;0;0;0;4;1;0;2;0;0;0;0;0;3;10;0;9;0;0;0;0;0;19;4;0;5;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4289;7;LICEO MANUEL A. ZANARTU;8;8303;CABRERO;2;0;510;23;19;19;26;0;0;0;0;87;5;4;13;3;0;0;0;0;25;7;3;0;0;0;0;0;0;10;2;1;0;0;0;0;0;0;3;4;1;1;1;0;0;0;0;7;0;1;0;0;0;0;0;0;1;1;0;1;6;0;0;0;0;8;1;1;1;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4289;7;LICEO MANUEL A. ZANARTU;8;8303;CABRERO;2;0;710;14;12;6;9;0;0;0;0;41;10;12;6;17;0;0;0;0;45;6;2;0;0;0;0;0;0;8;3;3;0;2;0;0;0;0;8;3;1;1;1;0;0;0;0;6;1;0;1;1;0;0;0;0;3;0;1;1;2;0;0;0;0;4;2;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4290;0;ESCUELA CHARRUA;8;8303;CABRERO;2;1;110;7;4;9;3;10;10;11;14;68;2;3;5;4;4;5;5;4;32;1;0;0;0;1;1;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;0;0;0;0;0;0;1;0;1;1;2;0;0;0;0;2;0;5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4292;7;ESCUELA SALTO EL LAJA;8;8303;CABRERO;2;1;110;14;16;8;11;18;12;18;10;107;16;18;10;9;19;14;11;12;109;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;4;2;1;1;0;2;1;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4293;5;ESCUELA LOS CANELOS;8;8303;CABRERO;2;1;110;0;0;1;0;0;0;0;0;1;1;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4294;3;ESCUELA LOS OLMOS;8;8303;CABRERO;2;1;110;0;1;1;1;0;0;0;0;3;0;1;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;2;2;0;1;0;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4295;1;ESCUELA PILLANCO;8;8303;CABRERO;2;1;110;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4297;8;ESCUELA LAS OBRAS;8;8303;CABRERO;2;1;110;2;0;1;0;6;2;0;0;11;2;1;1;1;2;3;0;0;10;0;0;0;0;2;1;0;0;3;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4298;6;ESCUELA EL MANZANO;8;8303;CABRERO;2;1;110;0;0;0;2;1;0;0;0;3;0;2;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4299;4;ESCUELA EL PARAISO;8;8303;CABRERO;2;1;110;0;0;0;1;1;1;0;0;3;1;1;1;0;2;2;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4300;1;ESCUELA LOMAS DE ANGOL;8;8303;CABRERO;2;1;110;0;0;0;2;3;0;0;0;5;0;1;1;1;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4302;8;ESCUELA COLICHEU;8;8303;CABRERO;2;1;110;0;0;1;1;0;1;0;0;3;0;0;2;2;0;2;0;0;6;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4303;6;LOS CAULLES;8;8303;CABRERO;2;1;110;2;0;2;0;1;0;0;0;5;0;0;0;1;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4304;4;ESCUELA LOS LEONES;8;8303;CABRERO;2;1;110;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4305;2;HACIENDA MONTE ÁGUILA;8;8303;CABRERO;2;1;110;0;0;1;0;3;3;0;0;7;0;0;0;0;3;2;0;0;5;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4306;0;ESCUELA EL PROGRESO;8;8303;CABRERO;2;1;110;2;3;3;4;3;3;0;0;18;4;3;3;3;0;2;0;0;15;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4307;9;COLEGIO SAN JOSE;8;8303;CABRERO;3;0;110;50;54;49;45;45;43;60;56;402;52;54;49;64;54;64;52;44;433;2;5;5;0;7;7;4;0;30;1;0;1;0;2;1;4;0;9;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;2;3;2;2;2;2;2;0;0;13;5;2;3;1;3;1;1;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4307;9;COLEGIO SAN JOSE;8;8303;CABRERO;3;0;310;18;21;14;16;0;0;0;0;69;26;22;26;26;0;0;0;0;100;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4308;7;COLEGIO ABEL INOSTROZA GUTIERREZ;8;8303;CABRERO;3;0;110;12;18;12;11;15;18;12;16;114;17;12;14;16;23;15;20;12;129;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;3;0;3;3;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4309;5;LICEO DE HUEPIL;8;8312;TUCAPEL;2;0;310;39;35;44;49;0;0;0;0;167;49;46;61;55;0;0;0;0;211;4;3;2;0;0;0;0;0;9;7;5;3;2;0;0;0;0;17;6;3;1;2;0;0;0;0;12;2;3;5;4;0;0;0;0;14;18;6;7;8;0;0;0;0;39;13;5;3;2;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4309;5;LICEO DE HUEPIL;8;8312;TUCAPEL;2;0;710;22;13;14;15;0;0;0;0;64;2;10;8;6;0;0;0;0;26;2;3;1;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4310;9;ESCUELA BASICA TUCAPEL;8;8312;TUCAPEL;2;0;110;20;16;20;16;19;11;16;14;132;8;11;19;13;10;10;16;11;98;0;1;1;1;2;0;0;0;5;2;0;0;1;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;4;1;0;3;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4311;7;ESCUELA LOS AVELLANOS;8;8312;TUCAPEL;2;1;110;4;7;7;12;7;7;10;7;61;5;4;7;5;6;5;5;7;44;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;3;1;2;0;2;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4312;5;ESCUELA ALEJANDRO PEREZ URBANO;8;8312;TUCAPEL;2;1;110;5;3;3;11;4;8;8;6;48;6;6;5;3;6;8;4;8;46;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4314;1;ESCUELA LAS HIJUELAS;8;8312;TUCAPEL;2;1;110;0;0;4;1;0;0;0;0;5;0;0;0;1;1;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;1;0;1;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;4316;8;ESCUELA LA OBRA;8;8312;TUCAPEL;2;1;110;0;0;2;2;1;0;0;0;5;0;2;0;1;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
